Source,Video Title,URL,Published Date,Transcript Tokens,Transcript Extracted Y/N,Ingestion Status,Last Ingestion Date,Notes
YC YouTube,"Is your startup default alive, or default dead?",https://www.youtube.com/watch?v=BYhxNYD6jNg,2023-03-09T22:04:55Z,0,No,Failed,2025-06-13T17:44:07.496587,"Unknown error: no element found: line 1, column 0"
YC YouTube,How To Earn Customers For Life,https://www.youtube.com/watch?v=LJay5YW4fLA,2023-03-03T00:16:11Z,0,No,Failed,2025-06-13T17:44:08.653714,"Unknown error: no element found: line 1, column 0"
YC YouTube,The REAL potential of generative AI,https://www.youtube.com/watch?v=hQC5O3WTmuo,2023-02-28T15:53:15Z,0,No,Failed,2025-06-13T17:44:09.885666,"Unknown error: no element found: line 1, column 0"
YC YouTube,The Hard Conversations Founders Don&#39;t Want to Have,https://www.youtube.com/watch?v=hUbM-bURoJE,2023-02-23T21:53:55Z,0,No,Failed,2025-06-13T17:44:10.890057,"Unknown error: no element found: line 1, column 0"
YC YouTube,Hiring a FAANG engineer won’t miraculously save your startup,https://www.youtube.com/watch?v=eUvMhQKrojE,2023-02-16T18:43:15Z,0,No,Failed,2025-06-13T17:44:11.852589,"Unknown error: no element found: line 1, column 0"
YC YouTube,Real vs. Fake progress,https://www.youtube.com/watch?v=Lg3n4cChF1M,2023-02-14T21:10:52Z,0,No,Failed,2025-06-13T17:44:13.041380,"Unknown error: no element found: line 1, column 0"
YC YouTube,Did you know that these companies had more than one founder?,https://www.youtube.com/watch?v=2ymwrUvnd-A,2023-02-07T21:00:02Z,0,No,Failed,2025-06-13T17:44:13.911610,"Unknown error: no element found: line 1, column 0"
YC YouTube,The Cult of Conformity in Silicon Valley,https://www.youtube.com/watch?v=ia7IKW0yuG0,2023-02-05T19:14:17Z,0,No,Failed,2025-06-13T17:44:14.926704,"Unknown error: no element found: line 1, column 0"
YC YouTube,The Secrets To Setting Smarter Goals,https://www.youtube.com/watch?v=rE2XaBGHN2I,2023-01-11T19:13:18Z,0,No,Failed,2025-06-13T17:44:16.078526,"Unknown error: no element found: line 1, column 0"
YC YouTube,Startup founders have to do a lot of… everything.,https://www.youtube.com/watch?v=sWTtqyNZMFg,2023-01-02T17:17:30Z,0,No,Failed,2025-06-13T17:44:17.442486,"Unknown error: no element found: line 1, column 0"
YC YouTube,Growth = Product Market Fit,https://www.youtube.com/watch?v=8xYiXRZbiZ0,2022-12-30T16:52:46Z,0,No,Failed,2025-06-13T17:44:18.731038,"Unknown error: no element found: line 1, column 0"
YC YouTube,How to Get Your First Customers | Startup School,https://www.youtube.com/watch?v=hyYCn_kAngI,2022-12-29T17:19:59Z,0,No,Failed,2025-06-13T17:44:19.724214,"Unknown error: no element found: line 1, column 0"
YC YouTube,Critiquing Startup Websites With Webflow CEO,https://www.youtube.com/watch?v=B2JpZPSHaVM,2022-12-23T20:13:21Z,0,No,Failed,2025-06-13T17:44:20.802451,"Unknown error: no element found: line 1, column 0"
YC YouTube,You need to talk to your users. #entrepreneur #startup #tech,https://www.youtube.com/watch?v=bWpBpuiVt30,2022-12-23T16:02:08Z,0,No,Failed,2025-06-13T17:44:22.042648,"Unknown error: no element found: line 1, column 0"
YC YouTube,Beware of fake progress.,https://www.youtube.com/watch?v=9GlUR7ZESUY,2022-12-21T16:23:07Z,0,No,Failed,2025-06-13T17:44:23.099124,"Unknown error: no element found: line 1, column 0"
YC YouTube,The best way to have startup ideas is to just notice them organically.,https://www.youtube.com/watch?v=ycKU-ebeE24,2022-12-19T17:02:22Z,0,No,Failed,2025-06-13T17:44:24.119837,"Unknown error: no element found: line 1, column 0"
YC YouTube,Adulting (and running a startup) is hard.,https://www.youtube.com/watch?v=pTova1yFXbs,2022-12-17T18:04:16Z,0,No,Failed,2025-06-13T17:44:24.993123,"Unknown error: no element found: line 1, column 0"
YC YouTube,You don’t need a billion dollar idea to get started.,https://www.youtube.com/watch?v=DVibT82PSsk,2022-12-16T19:31:25Z,0,No,Failed,2025-06-13T17:44:25.895226,"Unknown error: no element found: line 1, column 0"
YC YouTube,Which Sales Strategy Is Best For Your Startup?,https://www.youtube.com/watch?v=o1HFZ8P4rA8,2022-12-08T18:04:37Z,0,No,Failed,2025-06-13T17:44:26.879278,"Unknown error: no element found: line 1, column 0"
YC YouTube,How To Talk To Users | Startup School,https://www.youtube.com/watch?v=z1iF1c8w5Lg,2022-12-01T17:18:11Z,0,No,Failed,2025-06-13T17:44:27.950755,"Unknown error: no element found: line 1, column 0"
YC YouTube,Avoid These Tempting Startup Ideas,https://www.youtube.com/watch?v=GMIawSAygO4,2022-11-23T17:12:15Z,0,No,Failed,2025-06-13T17:44:28.949164,"Unknown error: no element found: line 1, column 0"
YC YouTube,How to Get and Evaluate Startup Ideas | Startup School,https://www.youtube.com/watch?v=Th8JoIan4dg,2022-11-17T16:17:33Z,0,No,Failed,2025-06-13T17:44:30.104081,"Unknown error: no element found: line 1, column 0"
YC YouTube,Should You Start A Startup? | Startup School,https://www.youtube.com/watch?v=BUE-icVYRFU,2022-11-01T17:13:27Z,0,No,Failed,2025-06-13T17:44:31.357873,"Unknown error: no element found: line 1, column 0"
YC YouTube,The Truth About Y Combinator,https://www.youtube.com/watch?v=DOez-RwJ7mg,2022-10-28T21:13:45Z,0,No,Failed,2025-06-13T17:44:32.427299,"Unknown error: no element found: line 1, column 0"
YC YouTube,Big Changes at Y Combinator? An Inside Look with S22 Founders,https://www.youtube.com/watch?v=7gxKhRSbK1s,2022-10-11T17:51:44Z,0,No,Failed,2025-06-13T17:44:33.394848,"Unknown error: no element found: line 1, column 0"
YC YouTube,Advantages Of A First-Time Founder,https://www.youtube.com/watch?v=bp_kMA-eTsE,2022-09-15T22:34:30Z,0,No,Failed,2025-06-13T17:44:34.590149,"Unknown error: no element found: line 1, column 0"
YC YouTube,Most Important Lifestyle Habits Of Successful Founders,https://www.youtube.com/watch?v=0IShllkCHtY,2022-07-22T15:00:01Z,0,No,Failed,2025-06-13T17:44:35.747629,"Unknown error: no element found: line 1, column 0"
YC YouTube,How To Deal With Setbacks,https://www.youtube.com/watch?v=AWa4qZvtMuY,2022-05-25T15:00:04Z,0,No,Failed,2025-06-13T17:44:36.925597,"Unknown error: no element found: line 1, column 0"
YC YouTube,Don&#39;t Make These Hiring Mistakes,https://www.youtube.com/watch?v=CUZ6PKJZvXE,2022-05-19T15:00:13Z,0,No,Failed,2025-06-13T17:44:38.011091,"Unknown error: no element found: line 1, column 0"
YC YouTube,Introducing Startup School 2022,https://www.youtube.com/watch?v=Ngv14GwaMSg,2022-05-17T16:08:10Z,0,No,Failed,2025-06-13T17:44:38.777929,"
Could not retrieve a transcript for the video https://www.youtube.com/watch?v=Ngv14GwaMSg! This is most likely caused by:

Subtitles are disabled for this video

If you are sure that the described cause is not responsible for this error and that a transcript should be retrievable, please create an issue at https://github.com/jdepoix/youtube-transcript-api/issues. Please add which version of youtube_transcript_api you are using and provide the information needed to replicate the error. Also make sure that there are no open issues which already describe your problem!"
YC YouTube,Critiquing Startup Websites With Instacart&#39;s First Designer,https://www.youtube.com/watch?v=gok9BZLMxDs,2022-05-10T19:35:11Z,0,No,Failed,2025-06-13T17:44:39.939774,"Unknown error: no element found: line 1, column 0"
YC YouTube,Save Your Startup During an Economic Downturn,https://www.youtube.com/watch?v=0OVSTWozvfY,2022-05-06T15:13:16Z,0,No,Failed,2025-06-13T17:44:41.086721,"Unknown error: no element found: line 1, column 0"
YC YouTube,Why You Should Leave Your FAANG Job,https://www.youtube.com/watch?v=sM2reZib2RY,2022-04-20T23:03:22Z,0,No,Failed,2025-06-13T17:44:42.123401,"Unknown error: no element found: line 1, column 0"
YC YouTube,How To Compete With Amazon and Google,https://www.youtube.com/watch?v=tzsmJtKZ2No,2022-04-08T15:19:34Z,0,No,Failed,2025-06-13T17:44:43.155209,"Unknown error: no element found: line 1, column 0"
YC YouTube,How Future Billionaires Get Sh*t Done,https://www.youtube.com/watch?v=ephzgxgOjR0,2022-03-31T23:57:07Z,0,No,Failed,2025-06-13T17:44:44.308075,"Unknown error: no element found: line 1, column 0"
YC YouTube,When to Launch Your Startup and When to Wait,https://www.youtube.com/watch?v=f0tPjcgcwnQ,2022-03-15T15:24:19Z,0,No,Failed,2025-06-13T17:44:45.544416,"Unknown error: no element found: line 1, column 0"
YC YouTube,Elon Musk &amp; The Midwit Meme – Dalton Caldwell and Michael Seibel,https://www.youtube.com/watch?v=IYLVhk7yaaw,2022-03-02T16:07:11Z,0,No,Failed,2025-06-13T17:44:46.677079,"Unknown error: no element found: line 1, column 0"
YC YouTube,"Things That Don&#39;t Scale, The Software Edition – Dalton Caldwell and Michael Seibel",https://www.youtube.com/watch?v=TCPjk8Tpb5c,2022-02-16T15:30:57Z,0,No,Failed,2025-06-13T17:44:47.808225,"Unknown error: no element found: line 1, column 0"
YC YouTube,What Does It REALLY Mean To Do Things That Don&#39;t Scale? – Dalton Caldwell and Michael Seibel,https://www.youtube.com/watch?v=4RMjQal_c4U,2022-02-09T16:39:56Z,0,No,Failed,2025-06-13T17:44:48.815602,"Unknown error: no element found: line 1, column 0"
YC YouTube,How To Change The World? Get The Small Things Right – Dalton Caldwell and Michael Seibel,https://www.youtube.com/watch?v=qnav9vgHDHs,2022-02-02T16:52:44Z,0,No,Failed,2025-06-13T17:44:49.817697,"Unknown error: no element found: line 1, column 0"
YC YouTube,Simple Products That Became Big Companies – Dalton Caldwell and Michael Seibel,https://www.youtube.com/watch?v=G7TMqY7gkGY,2022-01-26T15:07:48Z,0,No,Failed,2025-06-13T17:44:50.831627,"Unknown error: no element found: line 1, column 0"
YC YouTube,Where Do Great Startup Ideas Come From? – Dalton Caldwell and Michael Seibel,https://www.youtube.com/watch?v=Jcuqq48CNj8,2022-01-19T18:22:52Z,0,No,Failed,2025-06-13T17:44:51.943480,"Unknown error: no element found: line 1, column 0"
YC YouTube,Should You Follow Your Passion? – Dalton Caldwell and Michael Seibel,https://www.youtube.com/watch?v=KWNNmPCF-Xs,2022-01-05T21:18:50Z,0,No,Failed,2025-06-13T17:44:53.297375,"Unknown error: no element found: line 1, column 0"
YC YouTube,Understanding Investor Terms &amp; Incentives || Rookie Mistakes with Dalton Caldwell and Michael Seibel,https://www.youtube.com/watch?v=wnyI7ZM_Mrk,2021-12-16T17:00:51Z,0,No,Failed,2025-06-13T17:44:54.396385,"Unknown error: no element found: line 1, column 0"
YC YouTube,YC Founders Made These Fundraising Mistakes,https://www.youtube.com/watch?v=6606a2ka-jQ,2021-11-29T17:30:00Z,0,No,Failed,2025-06-13T17:44:55.403284,"Unknown error: no element found: line 1, column 0"
YC YouTube,Co-Founder Mistakes That Kill Companies &amp; How To Avoid Them,https://www.youtube.com/watch?v=dlfjs_eEEzs,2021-11-22T18:00:14Z,0,No,Failed,2025-06-13T17:44:56.497108,"Unknown error: no element found: line 1, column 0"
YC YouTube,Weave&#39;s Application Video for YC W14,https://www.youtube.com/watch?v=rpyvQJGcQGw,2021-11-11T19:08:50Z,0,No,Failed,2025-06-13T17:44:57.660449,"Unknown error: no element found: line 1, column 0"
YC YouTube,Embark Trucks&#39; Application Video for YC W16,https://www.youtube.com/watch?v=8MdVFF5HU0g,2021-11-11T17:22:17Z,0,No,Failed,2025-06-13T17:44:58.667254,"Unknown error: no element found: line 1, column 0"
YC YouTube,Future Founders Conference for Women Globally,https://www.youtube.com/watch?v=kYdGzntCwX4,2021-03-08T17:36:18Z,0,No,Failed,2025-06-13T17:44:59.771178,"Unknown error: no element found: line 1, column 0"
YC YouTube,"Squire, Edlyft, Promise: The Journey, Challenges, &amp; Impact",https://www.youtube.com/watch?v=17xrOGM8tQo,2021-02-26T15:20:03Z,0,No,Failed,2025-06-13T17:45:00.641527,"Unknown error: no element found: line 1, column 0"
YC YouTube,Harj Taggar - Why Do Startups Fail,https://www.youtube.com/watch?v=gQ_rZc0YUNw,2021-02-08T13:00:13Z,0,No,Failed,2025-06-13T17:45:01.533041,"
Could not retrieve a transcript for the video https://www.youtube.com/watch?v=gQ_rZc0YUNw! This is most likely caused by:

Subtitles are disabled for this video

If you are sure that the described cause is not responsible for this error and that a transcript should be retrievable, please create an issue at https://github.com/jdepoix/youtube-transcript-api/issues. Please add which version of youtube_transcript_api you are using and provide the information needed to replicate the error. Also make sure that there are no open issues which already describe your problem!"
YC YouTube,Michael Seibel - How to set your KPI?,https://www.youtube.com/watch?v=kJIBAp48Pv8,2021-02-01T17:37:23Z,0,No,Failed,2025-06-13T17:45:02.426945,"
Could not retrieve a transcript for the video https://www.youtube.com/watch?v=kJIBAp48Pv8! This is most likely caused by:

Subtitles are disabled for this video

If you are sure that the described cause is not responsible for this error and that a transcript should be retrievable, please create an issue at https://github.com/jdepoix/youtube-transcript-api/issues. Please add which version of youtube_transcript_api you are using and provide the information needed to replicate the error. Also make sure that there are no open issues which already describe your problem!"
YC YouTube,"Tim Brady - How do you calculate burn rate, runway and growth rate?",https://www.youtube.com/watch?v=aDM8CNnCOwk,2021-01-25T15:39:48Z,0,No,Failed,2025-06-13T17:45:03.415976,"Unknown error: no element found: line 1, column 0"
YC YouTube,2021 YC Top Companies on Their Startup Journey,https://www.youtube.com/watch?v=QBOxjlN9M2E,2021-01-12T16:59:28Z,0,No,Failed,2025-06-13T17:45:04.447913,"Unknown error: no element found: line 1, column 0"
YC YouTube,DoorDash&#39;s Application Video for YC S13,https://www.youtube.com/watch?v=Rzlr2tNSl0U,2020-12-09T17:20:32Z,0,No,Failed,2025-06-13T17:45:05.577002,"Unknown error: no element found: line 1, column 0"
YC YouTube,"Volley (W18) - YC Tech Talks: Gaming 2020 (November 9th, 2020)",https://www.youtube.com/watch?v=FHb0zhXnNvU,2020-11-11T04:54:56Z,0,No,Failed,2025-06-13T17:45:06.562551,"Unknown error: no element found: line 1, column 0"
YC YouTube,YC SUS: Eric Migicovsky &amp; Dalton Caldwell discuss pivoting &amp; pitching,https://www.youtube.com/watch?v=msWFarwD-fU,2020-03-04T20:15:03Z,0,No,Failed,2025-06-13T17:45:07.621232,"Unknown error: no element found: line 1, column 0"
YC YouTube,YC SUS: Kat Mañalac and Eric Migicovsky discuss Week 2 SUS Lectures,https://www.youtube.com/watch?v=bX7Q4Mgk-Cg,2020-02-05T16:51:34Z,0,No,Failed,2025-06-13T17:45:08.342271,"
Could not retrieve a transcript for the video https://www.youtube.com/watch?v=bX7Q4Mgk-Cg! This is most likely caused by:

Subtitles are disabled for this video

If you are sure that the described cause is not responsible for this error and that a transcript should be retrievable, please create an issue at https://github.com/jdepoix/youtube-transcript-api/issues. Please add which version of youtube_transcript_api you are using and provide the information needed to replicate the error. Also make sure that there are no open issues which already describe your problem!"
YC YouTube,Diego Saez Gil - How Pachama Uses Tech to Solve Climate Change,https://www.youtube.com/watch?v=1f2vKWIVB-w,2020-01-28T16:20:14Z,0,No,Failed,2025-06-13T17:45:09.602981,"Unknown error: no element found: line 1, column 0"
YC YouTube,YC SUS: Michael Seibel and Eric Migicovsky discuss How to Launch an MVP,https://www.youtube.com/watch?v=Z_ZzQmmSN5Y,2020-01-24T21:25:08Z,0,No,Failed,2025-06-13T17:45:10.627697,"Unknown error: no element found: line 1, column 0"
YC YouTube,Amber Atherton of Zyper and Iba Masood of TARA on Raising a Series A as a Female Founder,https://www.youtube.com/watch?v=TogTe74Zg7w,2019-12-18T15:05:37Z,0,No,Failed,2025-06-13T17:45:11.609665,"Unknown error: no element found: line 1, column 0"
YC YouTube,Laks Srini on Making Homeownership in Reach with ZeroDown,https://www.youtube.com/watch?v=qNQk29B_oEo,2019-12-11T16:13:51Z,0,No,Failed,2025-06-13T17:45:12.841845,"Unknown error: no element found: line 1, column 0"
YC YouTube,Matt Cutts on the US Digital Service and Working at Google for 17 Years,https://www.youtube.com/watch?v=DvXN7fRTVds,2019-12-04T13:32:28Z,0,No,Failed,2025-06-13T17:45:13.914806,"Unknown error: no element found: line 1, column 0"
YC YouTube,How Much Should You Spend After Fundraising? - Gustaf Alströmer,https://www.youtube.com/watch?v=6IPuXAK24RE,2019-10-18T16:24:35Z,0,No,Failed,2025-06-13T17:45:14.963659,"Unknown error: no element found: line 1, column 0"
YC YouTube,Geoff Ralston - Parting Advice,https://www.youtube.com/watch?v=s8ER6DIlAvY,2019-09-30T12:37:07Z,0,No,Failed,2025-06-13T17:45:15.952905,"Unknown error: no element found: line 1, column 0"
YC YouTube,Carolynn Levy - Modern Startup Funding,https://www.youtube.com/watch?v=9qWZALyGSmg,2019-09-20T10:46:35Z,0,No,Failed,2025-06-13T17:45:17.175721,"Unknown error: no element found: line 1, column 0"
YC YouTube,Jared Friedman - Advice for Hard-tech and Biotech Founders,https://www.youtube.com/watch?v=C1DlZWfI6rk,2019-09-20T10:46:37Z,0,No,Failed,2025-06-13T17:45:18.489408,"Unknown error: no element found: line 1, column 0"
YC YouTube,Adora Cheung - How to Prioritize Your Time,https://www.youtube.com/watch?v=XcCmMOWuAF4,2019-09-13T13:01:35Z,0,No,Failed,2025-06-13T17:45:19.639891,"Unknown error: no element found: line 1, column 0"
YC YouTube,Kevin Hale - How to Pitch Your Startup,https://www.youtube.com/watch?v=17XZGUX_9iM,2019-09-13T13:01:40Z,0,No,Failed,2025-06-13T17:45:20.685914,"Unknown error: no element found: line 1, column 0"
YC YouTube,Kevin Hale - How to Improve Conversion Rates,https://www.youtube.com/watch?v=PGqX9fpweyc,2019-09-06T17:33:38Z,0,No,Failed,2025-06-13T17:45:21.631959,"Unknown error: no element found: line 1, column 0"
YC YouTube,Kevin Hale - Startup Pricing 101,https://www.youtube.com/watch?v=jwXlo9gy_k4,2019-09-06T17:33:50Z,0,No,Failed,2025-06-13T17:45:22.875241,"Unknown error: no element found: line 1, column 0"
YC YouTube,Dalton Caldwell - All About Pivoting,https://www.youtube.com/watch?v=8pNxKX1SUGE,2019-08-29T15:13:40Z,0,No,Failed,2025-06-13T17:45:24.351516,"Unknown error: no element found: line 1, column 0"
YC YouTube,Diana Hu on Augmented Reality and Building a Startup in a New Market,https://www.youtube.com/watch?v=USyurlvZr68,2019-08-28T09:24:41Z,0,No,Failed,2025-06-13T17:45:25.665883,"Unknown error: no element found: line 1, column 0"
YC YouTube,Kirsty Nathoo - Managing Startup Finances,https://www.youtube.com/watch?v=LBC16jhiwak,2019-08-22T14:54:02Z,0,No,Failed,2025-06-13T17:45:26.785116,"Unknown error: no element found: line 1, column 0"
YC YouTube,Kat Mañalac - How to Launch (Again and Again),https://www.youtube.com/watch?v=3xU050kMbHM,2019-08-15T15:28:28Z,0,No,Failed,2025-06-13T17:45:27.786872,"Unknown error: no element found: line 1, column 0"
YC YouTube,Gustaf Alströmer - Growth for Startups,https://www.youtube.com/watch?v=6lY9CYIY4pQ,2019-08-15T15:28:59Z,0,No,Failed,2025-06-13T17:45:29.385251,"Unknown error: no element found: line 1, column 0"
YC YouTube,"Jay Reno of Feather, a Furniture Subscription Startup",https://www.youtube.com/watch?v=GurelYsSFeM,2019-08-14T14:36:05Z,0,No,Failed,2025-06-13T17:45:30.469649,"Unknown error: no element found: line 1, column 0"
YC YouTube,How Do You Convince Someone to Join Your Startup? - Dalton Caldwell,https://www.youtube.com/watch?v=N8deM6B4eE4,2019-08-09T15:59:38Z,0,No,Failed,2025-06-13T17:45:31.556512,"Unknown error: no element found: line 1, column 0"
YC YouTube,Ilya Volodarsky - Analytics for Startups,https://www.youtube.com/watch?v=LLerCc7MOQo,2019-08-01T13:21:30Z,0,No,Failed,2025-06-13T17:45:32.478384,"Unknown error: no element found: line 1, column 0"
YC YouTube,Kevin Hale - How to Evaluate Startup Ideas,https://www.youtube.com/watch?v=DOtCl5PU8F0,2019-07-25T18:32:45Z,0,No,Failed,2025-06-13T17:45:33.530821,"Unknown error: no element found: line 1, column 0"
YC YouTube,Eric Migicovsky - How to Talk to Users,https://www.youtube.com/watch?v=MT4Ig2uqjTc,2019-07-25T18:32:53Z,0,No,Failed,2025-06-13T17:45:34.752008,"Unknown error: no element found: line 1, column 0"
YC YouTube,Geoff Ralston: The Story of Your Startup,https://www.youtube.com/watch?v=yjOyMqYEX_8,2019-07-19T14:04:14Z,0,No,Failed,2025-06-13T17:45:35.696231,"Unknown error: no element found: line 1, column 0"
YC YouTube,Can You Apply to YC Before You Have a US Visa? - Jared Friedman,https://www.youtube.com/watch?v=UZYgqu4XzOA,2019-07-19T13:16:19Z,0,No,Failed,2025-06-13T17:45:36.863031,"Unknown error: no element found: line 1, column 0"
YC YouTube,Elad Gil: When do you know you have Product Market Fit?,https://www.youtube.com/watch?v=9v0v5TLZKzA,2019-07-16T18:56:57Z,0,No,Failed,2025-06-13T17:45:37.691532,"
Could not retrieve a transcript for the video https://www.youtube.com/watch?v=9v0v5TLZKzA! This is most likely caused by:

No transcripts were found for any of the requested language codes: ('en',)

For this video (9v0v5TLZKzA) transcripts are available in the following languages:

(MANUALLY CREATED)
None

(GENERATED)
 - ko (""Korean (auto-generated)"")[TRANSLATABLE]

(TRANSLATION LANGUAGES)
 - ab (""Abkhazian"")
 - aa (""Afar"")
 - af (""Afrikaans"")
 - ak (""Akan"")
 - sq (""Albanian"")
 - am (""Amharic"")
 - ar (""Arabic"")
 - hy (""Armenian"")
 - as (""Assamese"")
 - ay (""Aymara"")
 - az (""Azerbaijani"")
 - bn (""Bangla"")
 - ba (""Bashkir"")
 - eu (""Basque"")
 - be (""Belarusian"")
 - bho (""Bhojpuri"")
 - bs (""Bosnian"")
 - br (""Breton"")
 - bg (""Bulgarian"")
 - my (""Burmese"")
 - ca (""Catalan"")
 - ceb (""Cebuano"")
 - zh-Hans (""Chinese (Simplified)"")
 - zh-Hant (""Chinese (Traditional)"")
 - co (""Corsican"")
 - hr (""Croatian"")
 - cs (""Czech"")
 - da (""Danish"")
 - dv (""Divehi"")
 - nl (""Dutch"")
 - dz (""Dzongkha"")
 - en (""English"")
 - eo (""Esperanto"")
 - et (""Estonian"")
 - ee (""Ewe"")
 - fo (""Faroese"")
 - fj (""Fijian"")
 - fil (""Filipino"")
 - fi (""Finnish"")
 - fr (""French"")
 - gaa (""Ga"")
 - gl (""Galician"")
 - lg (""Ganda"")
 - ka (""Georgian"")
 - de (""German"")
 - el (""Greek"")
 - gn (""Guarani"")
 - gu (""Gujarati"")
 - ht (""Haitian Creole"")
 - ha (""Hausa"")
 - haw (""Hawaiian"")
 - iw (""Hebrew"")
 - hi (""Hindi"")
 - hmn (""Hmong"")
 - hu (""Hungarian"")
 - is (""Icelandic"")
 - ig (""Igbo"")
 - id (""Indonesian"")
 - iu (""Inuktitut"")
 - ga (""Irish"")
 - it (""Italian"")
 - ja (""Japanese"")
 - jv (""Javanese"")
 - kl (""Kalaallisut"")
 - kn (""Kannada"")
 - kk (""Kazakh"")
 - kha (""Khasi"")
 - km (""Khmer"")
 - rw (""Kinyarwanda"")
 - ko (""Korean"")
 - kri (""Krio"")
 - ku (""Kurdish"")
 - ky (""Kyrgyz"")
 - lo (""Lao"")
 - la (""Latin"")
 - lv (""Latvian"")
 - ln (""Lingala"")
 - lt (""Lithuanian"")
 - lua (""Luba-Lulua"")
 - luo (""Luo"")
 - lb (""Luxembourgish"")
 - mk (""Macedonian"")
 - mg (""Malagasy"")
 - ms (""Malay"")
 - ml (""Malayalam"")
 - mt (""Maltese"")
 - gv (""Manx"")
 - mi (""Māori"")
 - mr (""Marathi"")
 - mn (""Mongolian"")
 - mfe (""Morisyen"")
 - ne (""Nepali"")
 - new (""Newari"")
 - nso (""Northern Sotho"")
 - no (""Norwegian"")
 - ny (""Nyanja"")
 - oc (""Occitan"")
 - or (""Odia"")
 - om (""Oromo"")
 - os (""Ossetic"")
 - pam (""Pampanga"")
 - ps (""Pashto"")
 - fa (""Persian"")
 - pl (""Polish"")
 - pt (""Portuguese"")
 - pt-PT (""Portuguese (Portugal)"")
 - pa (""Punjabi"")
 - qu (""Quechua"")
 - ro (""Romanian"")
 - rn (""Rundi"")
 - ru (""Russian"")
 - sm (""Samoan"")
 - sg (""Sango"")
 - sa (""Sanskrit"")
 - gd (""Scottish Gaelic"")
 - sr (""Serbian"")
 - crs (""Seselwa Creole French"")
 - sn (""Shona"")
 - sd (""Sindhi"")
 - si (""Sinhala"")
 - sk (""Slovak"")
 - sl (""Slovenian"")
 - so (""Somali"")
 - st (""Southern Sotho"")
 - es (""Spanish"")
 - su (""Sundanese"")
 - sw (""Swahili"")
 - ss (""Swati"")
 - sv (""Swedish"")
 - tg (""Tajik"")
 - ta (""Tamil"")
 - tt (""Tatar"")
 - te (""Telugu"")
 - th (""Thai"")
 - bo (""Tibetan"")
 - ti (""Tigrinya"")
 - to (""Tongan"")
 - ts (""Tsonga"")
 - tn (""Tswana"")
 - tum (""Tumbuka"")
 - tr (""Turkish"")
 - tk (""Turkmen"")
 - uk (""Ukrainian"")
 - ur (""Urdu"")
 - ug (""Uyghur"")
 - uz (""Uzbek"")
 - ve (""Venda"")
 - vi (""Vietnamese"")
 - war (""Waray"")
 - cy (""Welsh"")
 - fy (""Western Frisian"")
 - wo (""Wolof"")
 - xh (""Xhosa"")
 - yi (""Yiddish"")
 - yo (""Yoruba"")
 - zu (""Zulu"")

If you are sure that the described cause is not responsible for this error and that a transcript should be retrievable, please create an issue at https://github.com/jdepoix/youtube-transcript-api/issues. Please add which version of youtube_transcript_api you are using and provide the information needed to replicate the error. Also make sure that there are no open issues which already describe your problem!"
YC YouTube,Michael Seibel: How do you decide what to build next?,https://www.youtube.com/watch?v=lI7wslGWIn0,2019-07-16T18:55:34Z,0,No,Failed,2025-06-13T17:45:38.758518,"Unknown error: no element found: line 1, column 0"
YC YouTube,Paul Buchheit: What traits do startups need to succeed?,https://www.youtube.com/watch?v=zVY-NF6ZvEQ,2019-07-16T18:54:24Z,0,No,Failed,2025-06-13T17:45:39.795461,"Unknown error: no element found: line 1, column 0"
YC YouTube,Paul Graham: What are some common mistakes founders make?,https://www.youtube.com/watch?v=845O4RE1XDM,2019-07-16T18:55:42Z,0,No,Failed,2025-06-13T17:45:40.799204,"Unknown error: no element found: line 1, column 0"
YC YouTube,What Successful Founders Focus On - Dalton Caldwell,https://www.youtube.com/watch?v=Cmzwq7hg17M,2019-07-12T13:41:55Z,0,No,Failed,2025-06-13T17:45:42.005696,"Unknown error: no element found: line 1, column 0"
YC YouTube,Startup Hiring Advice from Lever CEO Sarah Nahm with Holly Liu,https://www.youtube.com/watch?v=UKVmfinc8qE,2019-07-10T11:41:35Z,0,No,Failed,2025-06-13T17:45:43.210584,"Unknown error: no element found: line 1, column 0"
YC YouTube,Work at a Startup Expo 2019,https://www.youtube.com/watch?v=7bGZAj7G4WI,2019-06-29T23:58:39Z,0,No,Failed,2025-06-13T17:45:44.275320,"Unknown error: no element found: line 1, column 0"
YC YouTube,Jeremy Rossmann of Make School on Income Share Agreements and the Future of College,https://www.youtube.com/watch?v=jiEtVpTE40g,2019-06-19T16:03:23Z,0,No,Failed,2025-06-13T17:45:45.403695,"Unknown error: no element found: line 1, column 0"
YC YouTube,Simone Giertz on Her Robots and Returning to Work After Brain Surgery,https://www.youtube.com/watch?v=WmFJpv7-VyY,2019-06-05T13:27:30Z,0,No,Failed,2025-06-13T17:45:46.604014,"Unknown error: no element found: line 1, column 0"
YC YouTube,Analyzing Billions of Transactions to Understand Consumer Behavior - Michael Babineau and Kevin Hale,https://www.youtube.com/watch?v=hsMePYTcIik,2019-05-29T15:22:32Z,0,No,Failed,2025-06-13T17:45:47.543885,"Unknown error: no element found: line 1, column 0"
YC YouTube,How to Find a Cofounder - Kat Manalac,https://www.youtube.com/watch?v=CRLzkbtKPGM,2019-05-23T18:07:04Z,0,No,Failed,2025-06-13T17:45:48.585078,"Unknown error: no element found: line 1, column 0"
